Iterações do Simplex
================================================================================
=== Iteracao: 0 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             w6      5.49      0.00      0.00      0.00      0.00      0.00     -6.79      0.00      0.00      0.00     -2.39      0.00      1.16      1.37      0.00      0.00      1.00      0.00     -1.74      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.36      0.00      0.00      0.66      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      2.60      0.56     -2.60      7.49
             w7      9.35      0.00      0.00      0.00      0.00      0.00     -9.43      0.00      0.00      0.00      8.44      0.00     -1.78      0.57      0.00      0.00      0.00      1.00     -0.99      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.02      0.00      0.00     -1.91      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -3.94      1.96      3.94     42.74
            w27     -2.03      0.00      0.00      0.00      0.00      0.00      3.05      0.00      0.00      0.00      2.44      0.00     -0.59     -0.56      0.00      0.00      0.00      0.00      0.66      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.22      0.00      0.00     -0.76      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -0.85     -0.31      0.85      2.98
             w9      0.60      0.00      0.00      0.00      0.00      0.00     -3.31      0.00      0.00      0.00     13.58      0.00     -2.17      0.67      0.00      0.00      0.00      0.00      0.09      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.86      0.00      0.00     -2.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -4.20      1.07      4.20     88.76
            w10      2.21      0.00      0.00      0.00      0.00      0.00     -8.96      0.00      0.00      0.00      8.71      0.00     -2.24      1.18      0.00      0.00      0.00      0.00     -2.12      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.86      0.00      0.00     -2.32      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -5.42      2.48      5.42     62.16
            w11     10.42      0.00      0.00      0.00      0.00      0.00    -26.85      0.00      0.00      0.00     21.95      0.00     -1.60      2.83      0.00      0.00      0.00      0.00     -3.14      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     -1.51      0.00      0.00     -0.96      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.36      3.53      0.36     76.33
            w12     -0.99      0.00      0.00      0.00      0.00      0.00      2.68      0.00      0.00      0.00     -3.63      0.00      0.62     -0.41      0.00      0.00      0.00      0.00     -0.46      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -0.79      0.00      0.00      0.29      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.71      0.29     -0.71     25.08
            w13      1.61      0.00      0.00      0.00      0.00      0.00      9.53      0.00      0.00      0.00      1.28      0.00     -3.35     -0.87      0.00      0.00      0.00      0.00      0.96      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.73      0.00      0.00     -2.89      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -7.14     -0.40      7.14     90.63
            w14      5.82      0.00      0.00      0.00      0.00      0.00     -6.80      0.00      0.00      0.00      9.24      0.00      0.29      1.12      0.00      0.00      0.00      0.00     -0.81      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -1.93      0.00      0.00     -1.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.29      1.98      0.29     13.73
            w15      6.09      0.00      0.00      0.00      0.00      0.00     -7.69      0.00      0.00      0.00     14.81      0.00     -2.94      0.39      0.00      0.00      0.00      0.00     -0.58      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -0.92      0.00      0.00     -2.41      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -5.53      2.19      5.53     48.26
            w16     -1.58      0.00      0.00      0.00      0.00      0.00      6.20      0.00      0.00      0.00      5.24      0.00     -0.51      0.35      0.00      0.00      0.00      0.00     -0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.79      0.00      0.00     -1.43      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.38      0.41      2.38     40.53
             x5     -0.73      0.00      0.00      0.00      1.00      0.00      0.92      0.00      0.00      0.00     -0.02      0.00     -0.12     -0.04      0.00      0.00      0.00      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.37     -0.16      0.37      6.40
            w18     -0.49      0.00      0.00      0.00      0.00      0.00      9.55      0.00      0.00      0.00      6.32      0.00      0.49     -0.26      0.00      0.00      0.00      0.00      1.35      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.05      1.00      0.00     -0.69      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.34     -1.07     -0.34     71.49
            w19     -7.62      0.00      0.00      0.00      0.00      0.00     10.27      0.00      0.00      0.00    -14.10      0.00     -0.58     -2.10      0.00      0.00      0.00      0.00      1.77      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.93      0.00      1.00     -0.49      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.54     -2.00      1.54     54.09
             x2     -0.68      1.00      0.00      0.00      0.00      0.00      1.44      0.00      0.00      0.00      0.72      0.00     -0.23     -0.13      0.00      0.00      0.00      0.00      0.29      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.09      0.00      0.00     -0.28      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.59     -0.09      0.59      3.99
            w21    -12.30      0.00      0.00      0.00      0.00      0.00      9.33      0.00      0.00      0.00     -0.34      0.00     -2.57     -1.52      0.00      0.00      0.00      0.00      1.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.65      0.00      0.00     -2.07      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -4.25     -1.57      4.25     58.34
            w22      5.20      0.00      0.00      0.00      0.00      0.00    -11.64      0.00      0.00      0.00      8.31      0.00      1.11      1.25      0.00      0.00      0.00      0.00     -1.87      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.04      0.00      0.00      0.07      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      2.47      1.43     -2.47     41.42
            w23      5.88      0.00      0.00      0.00      0.00      0.00    -20.40      0.00      0.00      0.00      5.56      0.00     -0.54      2.40      0.00      0.00      0.00      0.00     -3.75      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -2.02      0.00      0.00     -0.40      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00     -0.64      2.49      0.64      6.46
            w24     12.67      0.00      0.00      0.00      0.00      0.00    -14.52      0.00      0.00      0.00      9.89      0.00      0.92      2.09      0.00      0.00      0.00      0.00     -2.24      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.66      0.00      0.00      0.44      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      3.69      2.37     -3.69     41.37
            w25    -12.88      0.00      0.00      0.00      0.00      0.00     29.41      0.00      0.00      0.00    -11.35      0.00     -0.95     -2.81      0.00      0.00      0.00      0.00      3.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.64      0.00      0.00     -1.51      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00     -4.70     -3.67      4.70     85.74
            w26      4.76      0.00      0.00      0.00      0.00      0.00     -7.76      0.00      0.00      0.00      7.20      0.00      0.00      0.99      0.00      0.00      0.00      0.00     -2.33      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.79      0.00      0.00      0.45      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00      1.55      1.58     -1.55      5.60
             x9      0.85      0.00      0.00      0.00      0.00      0.00     -1.52     -1.00      1.00      0.00      0.47      0.00     -0.21      0.16      0.00      0.00      0.00      0.00     -0.19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.13      0.00      0.00     -0.08      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.27      0.22      0.27      2.63
            w28     -2.12      0.00      0.00      0.00      0.00      0.00     -1.91      0.00      0.00      0.00    -10.28      0.00     -0.20     -0.03      0.00      0.00      0.00      0.00     -1.39      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.31      0.00      0.00     -0.16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -1.30     -0.40      1.30     36.69
            x10      1.19      0.00      0.00      0.00      0.00      0.00     -1.71      0.00      0.00      1.00      1.76      0.00      0.08      0.26      0.00      0.00      0.00      0.00     -0.18      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.20      0.00      0.00      0.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.26      0.31     -0.26      0.91
              Z      4.99      0.00      0.00      0.00      0.00      0.00      6.10      0.00      0.00      0.00      0.18      0.00      1.81     -0.03      0.00      0.00      0.00      0.00      0.35      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.28      0.00      0.00      1.38      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      3.27 999999.99 999996.73      8.82

=== Iteracao: 10 ===
             VB        x1        x2        x3        x4        x5        x6        x7        x8        x9       x10       x11        w1        w2        w3        w4        w5        w6        w7        w8        w9       w10       w11       w12       w13       w14       w15       w16       w17       w18       w19       w20       w21       w22       w23       w24       w25       w26       w27       w28       w29        a1        a2         b
             x4      0.58      0.00      0.00      1.00      0.00      0.00      0.16      0.00      0.00      0.00      0.35      0.00     -0.12      0.00      0.00      0.00      0.00      0.00     -0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00     -0.11      0.00      0.00     -0.00      0.00      0.00      0.00      0.00      0.00     -0.39      0.13      0.39      3.61
             w1     -8.45      0.00      0.00      0.00      0.00      0.00      3.19      0.00      0.00      0.00      0.08      1.00     -0.66      0.00      0.00      0.00      0.00      0.00      0.55      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.45      0.00      0.00     -1.27      0.00      0.00      0.16      0.00      0.00      0.00      0.00      0.00     -2.17     -0.85      2.17     62.23
             x3     -0.12      0.00      1.00      0.00      0.00      0.00      0.46      0.00      0.00      0.00     -0.91      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.07      0.00      0.00      0.08      0.00      0.00     -0.03      0.00      0.00      0.00      0.00      0.00      0.20     -0.08     -0.20      0.84
             x6      0.03      0.00      0.00      0.00      0.00      1.00      0.47      0.00      0.00      0.00     -0.59      0.00     -0.02      0.00      0.00      0.00      0.00      0.00     -0.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.04      0.00      0.00      0.04      0.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00     -0.04     -0.10      0.04      1.73
             w4      7.92      0.00      0.00      0.00      0.00      0.00     -7.61      0.00      0.00      0.00     -4.93      0.00     -0.63      0.00      1.00      0.00      0.00      0.00     -1.86      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.51      0.00      0.00     -0.03      0.00      0.00     -0.26      0.00      0.00      0.00      0.00      0.00     -0.27      1.62      0.27      3.40
             w5      0.03      0.00      0.00      0.00      0.00      0.00      2.41      0.00      0.00      0.00     -2.33      0.00     -0.74      0.00      0.00      1.00      0.00      0.00     -1.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -1.07      0.00      0.00     -1.28      0.00      0.00      0.69      0.00      0.00      0.00      0.00      0.00     -2.50      0.33      2.50     36.09
             w6      2.13      0.00      0.00      0.00      0.00      0.00      4.86      0.00      0.00      0.00     -5.57      0.00      1.46      0.00      0.00      0.00      1.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.20      0.00      0.00      0.89      0.00      0.00     -0.57      0.00      0.00      0.00      0.00      0.00      2.97     -0.86     -2.97      3.80
             w7      7.96      0.00      0.00      0.00      0.00      0.00     -4.59      0.00      0.00      0.00      7.12      0.00     -1.66      0.00      0.00      0.00      0.00      1.00     -0.10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.54      0.00      0.00     -1.81      0.00      0.00     -0.24      0.00      0.00      0.00      0.00      0.00     -3.79      1.37      3.79     41.21
            w27     -0.66      0.00      0.00      0.00      0.00      0.00     -1.71      0.00      0.00      0.00      3.74      0.00     -0.71      0.00      0.00      0.00      0.00      0.00     -0.22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.69      0.00      0.00     -0.86      0.00      0.00      0.23      0.00      0.00      0.00      1.00      0.00     -1.00      0.27      1.00      4.49
             w9     -1.04      0.00      0.00      0.00      0.00      0.00      2.37      0.00      0.00      0.00     12.03      0.00     -2.02      0.00      0.00      0.00      0.00      0.00      1.13      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.30      0.00      0.00     -2.08      0.00      0.00     -0.28      0.00      0.00      0.00      0.00      0.00     -4.02      0.38      4.02     86.97
            w10     -0.69      0.00      0.00      0.00      0.00      0.00      1.09      0.00      0.00      0.00      5.97      0.00     -1.98      0.00      0.00      0.00      0.00      0.00     -0.28      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.86      0.00      0.00     -2.12      0.00      0.00     -0.49      0.00      0.00      0.00      0.00      0.00     -5.11      1.26      5.11     58.98
            w11      3.47      0.00      0.00      0.00      0.00      0.00     -2.74      0.00      0.00      0.00     15.38      0.00     -0.96      0.00      0.00      0.00      0.00      0.00      1.28      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.88      0.00      0.00     -0.49      0.00      0.00     -1.18      0.00      0.00      0.00      0.00      0.00      0.40      0.59     -0.40     68.71
            w12      0.01      0.00      0.00      0.00      0.00      0.00     -0.79      0.00      0.00      0.00     -2.69      0.00      0.53      0.00      0.00      0.00      0.00      0.00     -1.09      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00     -1.13      0.00      0.00      0.22      0.00      0.00      0.17      0.00      0.00      0.00      0.00      0.00      0.60      0.71     -0.60     26.18
            w13      3.74      0.00      0.00      0.00      0.00      0.00      2.15      0.00      0.00      0.00      3.29      0.00     -3.54      0.00      0.00      0.00      0.00      0.00     -0.40      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00     -0.00      0.00      0.00     -3.04      0.00      0.00      0.36      0.00      0.00      0.00      0.00      0.00     -7.37      0.50      7.37     92.97
            w14      3.07      0.00      0.00      0.00      0.00      0.00      2.75      0.00      0.00      0.00      6.64      0.00      0.55      0.00      0.00      0.00      0.00      0.00      0.94      0.00      0.00      0.00      0.00      0.00      1.00      0.00      0.00     -0.99      0.00      0.00     -0.86      0.00      0.00     -0.47      0.00      0.00      0.00      0.00      0.00      0.01      0.82     -0.01     10.71
            w15      5.14      0.00      0.00      0.00      0.00      0.00     -4.39      0.00      0.00      0.00     13.91      0.00     -2.86      0.00      0.00      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.00      0.00      0.00      1.00      0.00     -0.59      0.00      0.00     -2.34      0.00      0.00     -0.16      0.00      0.00      0.00      0.00      0.00     -5.43      1.79      5.43     47.22
            w16     -2.44      0.00      0.00      0.00      0.00      0.00      9.18      0.00      0.00      0.00      4.42      0.00     -0.44      0.00      0.00      0.00      0.00      0.00      0.55      0.00      0.00      0.00      0.00      0.00      0.00      0.00      1.00     -0.50      0.00      0.00     -1.38      0.00      0.00     -0.15      0.00      0.00      0.00      0.00      0.00     -2.29      0.05      2.29     39.58
             x5     -0.63      0.00      0.00      0.00      1.00      0.00      0.55      0.00      0.00      0.00      0.08      0.00     -0.13      0.00      0.00      0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00     -0.15      0.00      0.00      0.02      0.00      0.00      0.00      0.00      0.00     -0.38     -0.11      0.38      6.52
            w18      0.15      0.00      0.00      0.00      0.00      0.00      7.32      0.00      0.00      0.00      6.93      0.00      0.43      0.00      0.00      0.00      0.00      0.00      0.94      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.17      1.00      0.00     -0.73      0.00      0.00      0.11      0.00      0.00      0.00      0.00      0.00      0.27     -0.80     -0.27     72.19
            w19     -2.48      0.00      0.00      0.00      0.00      0.00     -7.58      0.00      0.00      0.00     -9.24      0.00     -1.05      0.00      0.00      0.00      0.00      0.00     -1.50      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.84      0.00      1.00     -0.84      0.00      0.00      0.87      0.00      0.00      0.00      0.00      0.00     -2.10      0.17      2.10     59.73
             x2     -0.37      1.00      0.00      0.00      0.00      0.00      0.35      0.00      0.00      0.00      1.02      0.00     -0.26      0.00      0.00      0.00      0.00      0.00      0.09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.02      0.00      0.00     -0.30      0.00      0.00      0.05      0.00      0.00      0.00      0.00      0.00     -0.63      0.04      0.63      4.34
            w21     -8.57      0.00      0.00      0.00      0.00      0.00     -3.60      0.00      0.00      0.00      3.19      0.00     -2.91      0.00      0.00      0.00      0.00      0.00     -0.52      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.37      0.00      0.00     -2.32      1.00      0.00      0.63      0.00      0.00      0.00      0.00      0.00     -4.65      0.01      4.65     62.43
            w22      2.12      0.00      0.00      0.00      0.00      0.00     -0.97      0.00      0.00      0.00      5.40      0.00      1.39      0.00      0.00      0.00      0.00      0.00      0.09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.02      0.00      0.00      0.28      0.00      1.00     -0.52      0.00      0.00      0.00      0.00      0.00      2.80      0.13     -2.80     38.05
             w3      2.45      0.00      0.00      0.00      0.00      0.00     -8.50      0.00      0.00      0.00      2.32      0.00     -0.22      1.00      0.00      0.00      0.00      0.00     -1.56      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.84      0.00      0.00     -0.17      0.00      0.00      0.42      0.00      0.00      0.00      0.00      0.00     -0.27      1.04      0.27      2.69
            w24      7.54      0.00      0.00      0.00      0.00      0.00      3.26      0.00      0.00      0.00      5.04      0.00      1.39      0.00      0.00      0.00      0.00      0.00      1.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.10      0.00      0.00      0.79      0.00      0.00     -0.87      1.00      0.00      0.00      0.00      0.00      4.25      0.20     -4.25     35.74
            w25     -5.99      0.00      0.00      0.00      0.00      0.00      5.49      0.00      0.00      0.00     -4.83      0.00     -1.58      0.00      0.00      0.00      0.00      0.00     -1.29      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.73      0.00      0.00     -1.98      0.00      0.00      1.17      0.00      1.00      0.00      0.00      0.00     -5.45     -0.76      5.45     93.31
            w26      2.33      0.00      0.00      0.00      0.00      0.00      0.67      0.00      0.00      0.00      4.90      0.00      0.22      0.00      0.00      0.00      0.00      0.00     -0.78      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.05      0.00      0.00      0.61      0.00      0.00     -0.41      0.00      0.00      1.00      0.00      0.00      1.81      0.56     -1.81      2.93
             x9      0.45      0.00      0.00      0.00      0.00      0.00     -0.14     -1.00      1.00      0.00      0.09      0.00     -0.17      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.01      0.00      0.00     -0.05      0.00      0.00     -0.07      0.00      0.00      0.00      0.00      0.00     -0.22      0.06      0.22      2.20
            w28     -2.04      0.00      0.00      0.00      0.00      0.00     -2.20      0.00      0.00      0.00    -10.20      0.00     -0.21      0.00      0.00      0.00      0.00      0.00     -1.45      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     -0.33      0.00      0.00     -0.17      0.00      0.00      0.01      0.00      0.00      0.00      0.00      1.00     -1.31     -0.36      1.31     36.78
            x10      0.54      0.00      0.00      0.00      0.00      0.00      0.54      0.00      0.00      1.00      1.15      0.00      0.14      0.00      0.00      0.00      0.00      0.00      0.24      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.03      0.00      0.00      0.06      0.00      0.00     -0.11      0.00      0.00      0.00      0.00      0.00      0.33      0.03     -0.33      0.20
              Z      5.06      0.00      0.00      0.00      0.00      0.00      5.88      0.00      0.00      0.00      0.24      0.00      1.80      0.00      0.00      0.00      0.00      0.00      0.31      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.26      0.00      0.00      1.38      0.00      0.00      0.01      0.00      0.00      0.00      0.00      0.00      3.261000000.02 999996.74      8.89

================================================================================
Solução

FO: 8.8870
x1 = 0.0000
x2 = -4.3388
x3 = -0.8407
x4 = 3.6057
x5 = 6.5191
x6 = 1.7292
x7 = 0.0000
x8 = -2.1956
x9 = 0.2003
x10 = 0.0000

R1 = 5.0000 <= 5.0000 <= 5.0000
R2 = None <= -2.2321 <= 60.0000
R3 = None <= 33.0000 <= 33.0000
R4 = None <= 54.3092 <= 57.0000
R5 = None <= 60.6043 <= 64.0000
R6 = None <= 30.9148 <= 67.0000
R7 = None <= 31.1974 <= 35.0000
R8 = None <= 0.7883 <= 42.0000
R9 = None <= 22.0000 <= 22.0000
R10 = None <= -12.9650 <= 74.0000
R11 = None <= -9.9781 <= 49.0000
R12 = None <= 20.2931 <= 89.0000
R13 = None <= 46.8214 <= 73.0000
R14 = None <= -28.9666 <= 64.0000
R15 = None <= 25.2878 <= 36.0000
R16 = None <= -3.2153 <= 44.0000
R17 = None <= -10.5820 <= 29.0000
R18 = None <= 28.0000 <= 28.0000
R19 = None <= 14.8055 <= 87.0000
R20 = None <= 40.2664 <= 100.0000
R21 = None <= 43.0000 <= 43.0000
R22 = None <= 15.5688 <= 78.0000
R23 = None <= 48.9527 <= 87.0000
R24 = None <= 7.0000 <= 7.0000
R25 = None <= 61.2576 <= 97.0000
R26 = None <= -25.3125 <= 68.0000
R27 = None <= 51.0702 <= 54.0000
R28 = None <= 43.5139 <= 48.0000
R29 = None <= 7.2213 <= 44.0000
R30 = 38.0000 <= 38.0000 <= None
